4590,0.0,113

6577,0.0,113

7572,0.0,113

8574,0.0,113

9863,0.0,113

10854,0.0,113

14562,0.0,113

15566,0.0,113

16561,0.0,113

17560,0.0,113

18563,0.0,113

20560,0.0,113

21556,0.0,113

24559,0.0,113

25563,0.0,113

26846,0.0,113

28321,0.0,113

29555,0.0,113

30560,0.0,113

31557,0.0,113

35557,0.0,113

36840,0.0,113

39557,0.0,113

40554,0.0,113

41555,0.0,113

42552,0.0,113

44551,0.0,113

45549,0.0,113

46553,0.0,113

51551,0.0,113

53319,0.0,113

54544,0.0,113

56544,0.0,113

57546,0.0,113

58834,0.0,113

59838,0.0,113

60833,0.0,113

61834,0.0,113

63316,0.0,113

64538,0.0,113

65553,0.0,113

67542,0.0,113

68829,0.0,113

69828,0.0,113

70831,0.0,113

71827,0.0,113

73312,0.0,113

74531,0.0,113

75535,0.0,113

77529,0.0,113

78532,0.0,113

82523,0.0,113

83798,0.0,113

84798,0.0,113

85819,0.0,113

86809,0.0,113

89518,0.0,113

90521,0.0,113

91801,0.0,113

94519,0.0,113

95801,0.0,113

96802,0.0,113

99516,0.0,113

101509,0.0,113

102513,0.0,113

103793,0.0,113

104797,0.0,113

106525,0.0,113

108274,0.0,113

109507,0.0,113

110798,0.0,113

111795,0.0,113

114503,0.0,113

115509,0.0,113

116791,0.0,113

118266,0.0,113

119505,0.0,113

120788,0.0,113

121794,0.0,113

123264,0.0,113

124503,0.0,113

127501,0.0,113

128784,0.0,113

129799,0.0,113

131491,0.0,113

132496,0.0,113

133774,0.0,113

134772,0.0,113

135773,0.0,113

136772,0.0,113

139487,0.0,113

140493,0.0,113

143246,0.0,113

145489,0.0,113

146771,0.0,113

149481,0.0,113

150481,0.0,113

151768,0.0,113

153250,0.0,113

154481,0.0,113

155479,0.0,113

156482,0.0,113

158251,0.0,113

159476,0.0,113

160476,0.0,113

161477,0.0,113

163247,0.0,113

164473,0.0,113

165475,0.0,113

166471,0.0,113

170481,0.0,113

172468,0.0,113

173467,0.0,113

174467,0.0,113

176465,0.0,113

177468,0.0,113

179464,0.0,113

180464,0.0,113

182465,0.0,113

183461,0.0,113

184464,0.0,113

185460,0.0,113

186462,0.0,113

187459,0.0,113

188459,0.0,113

189469,0.0,113

191459,0.0,113

192455,0.0,113

193459,0.0,113

194745,0.0,113

197451,0.0,113

199450,0.0,113

201449,0.0,113

202448,0.0,113

205451,0.0,113

208225,0.0,112

209444,0.0,112

210448,0.0,112

212448,0.0,112

214441,0.0,111

216441,0.0,111

217444,0.0,110

218732,0.0,110

222439,0.0,113

226448,0.0,112

228207,0.0,112

229433,0.0,112

233204,0.0,111

236428,0.0,110

238201,0.0,110

239429,0.0,109

240712,0.0,109

241713,0.0,109

243190,0.0,108

244420,0.0,108

246420,0.0,108

247435,0.0,108

248708,0.0,108

249711,0.0,108

250706,0.0,107

251713,0.0,107

253197,0.0,106

254418,0.0,106

255422,0.0,108

256710,0.0,105

258192,0.0,109

260415,0.0,106

261417,0.0,105

263180,0.0,108

265411,0.0,102

266414,0.0,102

269406,0.0,102

270702,0.0,106

272409,0.0,111

274406,0.0,110

275690,0.0,109

276689,0.0,107

278189,0.0,109

279402,0.0,108

280406,0.0,107

281694,0.0,109

283179,0.0,111

286401,0.0,111

288164,0.0,111

289397,0.0,108

290680,0.0,108

291697,0.0,107

293171,0.0,108

294397,0.0,107

296393,0.0,105

298172,0.0,104

300394,0.0,103

301685,0.0,102

303170,0.0,102

304389,0.0,102

305388,0.0,102

306685,0.0,102

308164,0.0,108

309387,0.0,110

310678,0.0,110

311683,0.0,111

314380,0.0,111

315396,0.0,111

317384,0.0,111

319384,0.0,111

320673,0.0,111

321672,0.0,111

323156,0.0,111

325376,0.0,111

326379,0.0,111

329372,0.0,111

331376,0.0,111

333147,0.0,111

334369,0.0,111

335659,0.0,111

339371,0.0,111

340371,0.0,111

341665,0.0,111

343142,0.0,110

344369,0.0,110

345659,0.0,109

347362,0.0,108

349366,0.0,107

354360,0.0,104

355652,0.0,104

357353,0.0,103

358654,0.0,103

361356,0.0,103

363127,0.0,103

367348,0.0,103

368643,0.0,103

369645,0.0,103

371347,0.0,103

373114,0.0,103

374347,0.0,104

376340,0.0,103

379333,0.0,103

380335,0.0,102

382339,0.0,102

384333,0.0,102

385338,0.0,103

386627,0.0,102

388111,0.0,101

389330,0.0,103

390333,0.0,105

391331,0.0,103

392332,0.0,103

393622,0.0,102

394621,0.0,101

396326,0.0,102

398092,0.0,102

399328,0.0,101

401321,0.0,101

402325,0.0,101

403325,0.0,103

404620,0.0,106

406324,0.0,104

408086,0.0,104

409322,0.0,103

412319,0.0,101

414319,0.0,110

416326,0.0,110

418088,0.0,110

419310,0.0,110

420314,0.0,110

421604,0.0,110

423078,0.0,110

424306,0.0,110

425310,0.0,110

427307,0.0,110

431305,0.0,111

432307,0.0,111

433598,0.0,111

434596,0.0,111

435599,0.0,111

436595,0.0,111

439299,0.0,111

440300,0.0,110

441587,0.0,110

443079,0.0,110

444297,0.0,109

446300,0.0,108

448072,0.0,108

449297,0.0,107

451297,0.0,107

453067,0.0,107

454291,0.0,107

456289,0.0,106

458064,0.0,105

459301,0.0,105

462292,0.0,106

463581,0.0,106

464583,0.0,110

465579,0.0,108

466582,0.0,107

468055,0.0,106

469284,0.0,105

470576,0.0,105

473046,0.0,105

474280,0.0,105

475573,0.0,105

477274,0.0,110

478274,0.0,109

479293,0.0,108

480569,0.0,107

482272,0.0,107

483570,0.0,107

484568,0.0,106

486274,0.0,106

487285,0.0,109

488568,0.0,106

489563,0.0,107

490567,0.0,107

491563,0.0,107

495263,0.0,104

496267,0.0,104

498029,0.0,104

499277,0.0,104

500556,0.0,104

501559,0.0,109

503034,0.0,110

504258,0.0,110

506258,0.0,110

507262,0.0,110

508551,0.0,110

509554,0.0,110

510550,0.0,110

514258,0.0,111

515547,0.0,111

516550,0.0,111

520264,0.0,111

522253,0.0,111

523543,0.0,111

524544,0.0,111

525540,0.0,111

526538,0.0,111

528023,0.0,111

529263,0.0,111

530548,0.0,111

531544,0.0,111

533028,0.0,111

534243,0.0,111

535248,0.0,111

536243,0.0,111

537242,0.0,111

538247,0.0,111

539539,0.0,111

540554,0.0,111

543023,0.0,111

544238,0.0,111

545536,0.0,111

547238,0.0,111

550240,0.0,111

551234,0.0,111

553012,0.0,111

554235,0.0,111

555529,0.0,111

557230,0.0,111

559246,0.0,111

560525,0.0,111

563009,0.0,111

564226,0.0,111

565528,0.0,111

566520,0.0,111

568002,0.0,111

569222,0.0,111

570519,0.0,111

571524,0.0,111

572999,0.0,111

574223,0.0,111

575218,0.0,111

576521,0.0,111

577996,0.0,111

579216,0.0,111

580516,0.0,111

581512,0.0,111

583009,0.0,111

585216,0.0,111

587210,0.0,111

588512,0.0,111

589522,0.0,112

592997,0.0,112

594208,0.0,112

595209,0.0,112

597207,0.0,112

598211,0.0,112

599508,0.0,112

600513,0.0,112

601507,0.0,112

604199,0.0,112

605200,0.0,112

606203,0.0,112

607201,0.0,112

608202,0.0,112

609198,0.0,112

610200,0.0,112

611196,0.0,112

612196,0.0,112

613199,0.0,112

614195,0.0,112

615197,0.0,112

616194,0.0,112

617195,0.0,112

618191,0.0,112

620190,0.0,112

621190,0.0,112

622202,0.0,112

624192,0.0,112

625188,0.0,112

626191,0.0,112

627187,0.0,112

628187,0.0,112

629189,0.0,112

631190,0.0,112

632184,0.0,112

634181,0.0,111

635182,0.0,111

637181,0.0,111

638184,0.0,111

639179,0.0,111

640192,0.0,111

641480,0.0,110

642317,0.0,110

643480,0.0,109

644478,0.0,109

645481,0.0,109

646477,0.0,109

647962,0.0,109

649175,0.0,109

650176,0.0,111

651172,0.0,111

652958,0.0,111

654170,0.0,111

655174,0.0,111

656169,0.0,111

657171,0.0,111

658166,0.0,111

659166,0.0,111

660468,0.0,111

662168,0.0,111

663163,0.0,111

664468,0.0,111

666161,0.0,112

667162,0.0,112

670159,0.0,112

671164,0.0,111

672159,0.0,111

673163,0.0,111

674459,0.0,111

675460,0.0,111

676463,0.0,110

679170,0.0,110

680456,0.0,110

681458,0.0,109

682935,0.0,109

684151,0.0,109

685155,0.0,109

686452,0.0,108

687937,0.0,108

689148,0.0,108

690152,0.0,108

691149,0.0,107

692930,0.0,107

694145,0.0,107

695147,0.0,105

696446,0.0,105

697930,0.0,105

699142,0.0,105

700155,0.0,105

701445,0.0,105

704143,0.0,105

706141,0.0,105

709140,0.0,105

710437,0.0,104

711439,0.0,104

712923,0.0,104

717134,0.0,105

718435,0.0,105

719434,0.0,105

720437,0.0,105

721433,0.0,108

722927,0.0,108

724127,0.0,105

726125,0.0,104

727130,0.0,104

728427,0.0,104

729426,0.0,104

731122,0.0,103

732125,0.0,104

733424,0.0,104

734429,0.0,105

735423,0.0,104
