3390,40.95251,-74.08829,8/4/2025,13:6:23.0,0.00,0.00,0.00,0.00,1.3,116.6,0,0.000,0.00,151.58,0.000030,0.0000,0.000000000,0,0,0.00,0.00,0
4929,40.95251,-74.08829,8/4/2025,13:6:25.0,0.00,0.00,0.00,0.00,1.4,116.6,0,0.000,0.00,163.24,0.000070,0.0001,0.000000000,0,0,0.00,0.00,0
6640,40.95251,-74.08829,8/4/2025,13:6:27.0,0.00,0.00,0.00,0.00,1.4,116.6,0,0.000,0.00,163.24,0.000078,0.0002,0.000000000,0,0,0.00,0.00,0
8392,40.95251,-74.08829,8/4/2025,13:6:28.0,0.00,0.00,0.00,0.00,1.4,116.6,0,0.000,0.00,163.24,0.000079,0.0003,0.000000000,0,0,0.00,0.00,0
9923,40.95251,-74.08829,8/4/2025,13:6:30.0,0.00,0.00,0.00,0.00,1.4,116.6,0,0.000,0.00,163.24,0.000069,0.0003,0.000000000,0,0,0.00,0.00,0
11638,40.95251,-74.08829,8/4/2025,13:6:32.0,0.00,0.00,0.00,0.00,1.5,116.6,0,0.000,0.00,174.90,0.000083,0.0004,0.000000000,0,0,0.00,0.00,0
13394,40.95251,-74.08829,8/4/2025,13:6:33.0,0.00,0.00,0.00,0.00,1.4,116.6,0,0.000,0.00,163.24,0.000080,0.0005,0.000000000,0,0,0.00,0.00,0
14914,40.95251,-74.08829,8/4/2025,13:6:35.0,0.00,0.00,0.00,0.00,1.5,116.6,0,0.000,0.00,174.90,0.000074,0.0006,0.000000000,0,0,0.00,0.00,0
16633,40.95251,-74.08829,8/4/2025,13:6:37.0,0.00,0.00,0.00,0.00,1.5,116.6,0,0.000,0.00,174.90,0.000084,0.0006,0.000000000,0,0,0.00,0.00,0
18380,40.95251,-74.08829,8/4/2025,13:6:38.0,0.00,0.00,0.00,0.00,1.5,116.6,0,0.000,0.00,174.90,0.000085,0.0007,0.000000000,0,0,0.00,0.00,0
19921,40.95251,-74.08829,8/4/2025,13:6:40.0,0.00,0.00,0.00,0.00,1.5,116.6,0,0.000,0.00,174.90,0.000075,0.0008,0.000000000,49,0,0.00,0.00,0
21633,40.95251,-74.08829,8/4/2025,13:6:42.0,0.00,0.00,0.00,0.00,1.4,116.6,0,0.000,0.00,163.24,0.000078,0.0009,0.000000000,49,0,0.00,0.00,0
23395,40.95251,-74.08829,8/4/2025,13:6:43.0,0.00,0.00,0.00,0.00,1.4,116.6,0,0.000,0.00,163.24,0.000080,0.0010,0.000000000,49,0,0.00,0.00,0
24916,40.95251,-74.08829,8/4/2025,13:6:45.0,0.00,0.00,0.00,0.00,1.3,116.6,0,0.000,0.00,151.58,0.000064,0.0010,0.000000000,49,0,0.00,0.00,0
